skill_name,namespace,tier,lines,subdirs,moat_status,m1_evals,m1b_count,m2_fp,m2b_edge,m3_refs,m4_template,m4b_legacy,m5_evidence,structural_pass,gaps
8016-performance-engineering,javier-montano,near-moat,328,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8017-real-time-analytics,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8018-recaptcha-integration,javier-montano,near-moat,93,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8019-seo-architecture,javier-montano,near-moat,95,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8020-seo-content,javier-montano,near-moat,79,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9001-skill-forge,javier-montano,partial,160,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9002-workflow-forge,javier-montano,partial,127,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9003-kit-orchestrator,javier-montano,partial,127,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9004-scope-guard,javier-montano,partial,135,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9005-quality-gatekeeper,javier-montano,partial,133,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9006-context-optimizer,javier-montano,partial,102,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9007-session-manager,javier-montano,partial,117,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9008-output-contract-enforcer,javier-montano,partial,111,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9009-technical-documentation,javier-montano,partial,84,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9010-agent-constitution-creator,javier-montano,partial,241,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9011-agent-creator,javier-montano,partial,198,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9012-ai-code-review,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9013-ai-documentation,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9014-ai-workflow-automation,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9015-audit-content-quality,javier-montano,near-moat,108,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9016-audit-security,javier-montano,near-moat,118,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9017-auto-prompt-matching,javier-montano,partial,73,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9018-bmad-method,javier-montano,near-moat,457,7,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9019-build-moat-assets,javier-montano,near-moat,169,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9020-build-plugin-scaffold,javier-montano,near-moat,203,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9021-context-optimization,javier-montano,near-moat,139,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9022-context-window-management,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9023-continuous-learning,javier-montano,near-moat,110,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9024-copywriting-frameworks,javier-montano,near-moat,85,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9025-create-antigravity-skill,javier-montano,partial,288,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9026-creator-moat-skill,javier-montano,partial,296,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9027-cross-platform-convert,javier-montano,near-moat,138,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9028-design-agent,javier-montano,near-moat,220,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9029-design-skill,javier-montano,near-moat,219,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9030-developer-onboarding,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9031-documentation-standards,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9032-documentation-system,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9033-dual-layer-verification,javier-montano,near-moat,145,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9034-ecosystem-forge,javier-montano,partial,184,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9035-find-skills,javier-montano,partial,193,3,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9036-fix-common-issues,javier-montano,near-moat,120,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9037-guardrails-management,javier-montano,near-moat,98,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9038-hook-creator,javier-montano,partial,202,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9039-ideate-component,javier-montano,near-moat,150,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9040-ideate-plugin,javier-montano,near-moat,159,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9041-iic-artifact-analyzer,javier-montano,partial,86,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9042-iic-bugfix,javier-montano,partial,73,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9043-iic-checklist-generator,javier-montano,partial,77,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9044-iic-clarify,javier-montano,partial,90,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9045-iic-constitution,javier-montano,partial,96,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9046-iic-core-engine,javier-montano,partial,90,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9047-iic-implement,javier-montano,partial,90,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9048-iic-plan-generator,javier-montano,partial,105,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9049-iic-specify,javier-montano,partial,103,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9050-iic-task-decomposer,javier-montano,partial,86,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9051-iic-tasks-to-issues,javier-montano,partial,73,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9052-iic-testify,javier-montano,partial,85,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9053-iikit-00-constitution,javier-montano,near-moat,148,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9054-iikit-01-specify,javier-montano,near-moat,195,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9055-iikit-02-plan,javier-montano,near-moat,217,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9056-iikit-03-checklist,javier-montano,near-moat,173,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9057-iikit-04-testify,javier-montano,near-moat,234,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9058-iikit-05-tasks,javier-montano,near-moat,192,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9059-iikit-06-analyze,javier-montano,near-moat,239,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9060-iikit-07-implement,javier-montano,near-moat,240,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9061-iikit-08-taskstoissues,javier-montano,near-moat,141,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9062-iikit-bugfix,javier-montano,partial,311,3,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9063-iikit-clarify,javier-montano,near-moat,200,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9064-iikit-core,javier-montano,near-moat,199,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9065-intelligent-routing,javier-montano,partial,73,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9066-internal-memo,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9067-internationalization,javier-montano,near-moat,92,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9068-knowledge-management,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9069-localization-guide,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9070-mcp-creator,javier-montano,partial,217,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9071-mermaid-diagramming,javier-montano,near-moat,204,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9072-meta-orchestration-updater,javier-montano,partial,60,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9073-meta-skill-creator,javier-montano,partial,70,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9074-meta-skill-deployer,javier-montano,partial,60,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9075-meta-skill-indexer,javier-montano,partial,60,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9076-meta-skill-reviewer,javier-montano,partial,60,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9077-meta-skill-searcher,javier-montano,partial,60,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9078-multi-model-routing,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9079-naming-and-slugging,javier-montano,partial,173,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9080-onboarding-playbook,javier-montano,near-moat,308,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9081-open-claw-builder,javier-montano,partial,186,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9082-output-engineering,javier-montano,near-moat,280,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9083-permission-fast-path,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9084-plan-architecture,javier-montano,near-moat,173,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9085-plan-moat-strategy,javier-montano,near-moat,175,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9086-plugin-builder,javier-montano,partial,256,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9087-plugin-reload,javier-montano,partial,120,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9088-podcast-prep,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9089-post-tool-use-validator,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9090-pre-compact-context,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9091-pre-tool-use-guard,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9092-press-release,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9093-prompt-creator,javier-montano,partial,185,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9094-prompt-engineering,javier-montano,near-moat,146,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9095-prompt-forge,javier-montano,partial,223,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9096-rendering-engine,javier-montano,near-moat,142,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9097-rule-forge,javier-montano,partial,156,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9098-session-end-cleanup,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9099-session-protocol,javier-montano,near-moat,103,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9100-session-start-bootstrap,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9101-skill-search,javier-montano,partial,73,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9102-skill-spec-creator,javier-montano,partial,209,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9103-socratic-debate,javier-montano,near-moat,115,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9104-sofka-bpmn-process-analysis,javier-montano,partial,311,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9105-sofka-regional-finance,javier-montano,partial,264,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9106-sofka-sap-implementation,javier-montano,partial,323,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9107-spec-agent-command,javier-montano,near-moat,179,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9108-spec-skill-moat,javier-montano,near-moat,179,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9109-step-creator,javier-montano,partial,83,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9110-stop-validator,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9111-subagent-monitor,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9112-task-engine,javier-montano,partial,221,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9113-tasklog-management,javier-montano,near-moat,88,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9114-technical-writing-patterns,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9115-training-material,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9116-triad-composition,javier-montano,partial,73,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9117-trigger-skill,javier-montano,partial,243,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9118-user-prompt-filter,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9119-validate-components,javier-montano,near-moat,132,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9120-validate-cross-refs,javier-montano,near-moat,137,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9121-validate-hooks,javier-montano,near-moat,172,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9122-validate-manifest,javier-montano,near-moat,123,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9123-validate-structure,javier-montano,near-moat,130,4,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9124-video-script,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9125-whitepaper-creation,javier-montano,near-moat,53,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9126-workflow-creator,javier-montano,partial,143,1,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9127-workflow-forge,javier-montano,partial,204,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9128-xlsx-template-creator,javier-montano,partial,268,2,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0092-asis-analysis,metodologia,near-moat,486,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0093-commercial-model,metodologia,near-moat,372,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0094-cost-estimation,metodologia,near-moat,474,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0095-discovery-handover,metodologia,near-moat,424,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0096-dynamic-sme,metodologia,near-moat,273,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0097-executive-pitch,metodologia,near-moat,273,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0098-flow-mapping,metodologia,near-moat,386,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0099-functional-spec,metodologia,near-moat,292,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0100-functional-toolbelt,metodologia,near-moat,410,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0101-project-program-management,metodologia,near-moat,456,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0102-risk-controlling-dynamics,metodologia,near-moat,421,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0103-scenario-analysis,metodologia,near-moat,292,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0104-sector-intelligence,metodologia,near-moat,361,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0105-software-viability,metodologia,near-moat,408,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0106-stakeholder-mapping,metodologia,near-moat,342,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0107-technical-feasibility,metodologia,near-moat,367,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0108-testing-strategy,metodologia,near-moat,465,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0109-user-representative,metodologia,near-moat,291,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
0110-ux-writing,metodologia,near-moat,380,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1061-api-architecture,metodologia,near-moat,378,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1062-architecture-tobe,metodologia,near-moat,474,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1063-bi-architecture,metodologia,near-moat,385,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1064-cloud-migration,metodologia,near-moat,426,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1065-cloud-native-architecture,metodologia,near-moat,485,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1066-data-science-architecture,metodologia,near-moat,467,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1067-database-architecture,metodologia,near-moat,419,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1068-design-system,metodologia,near-moat,418,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1069-devsecops-architecture,metodologia,near-moat,382,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1070-enterprise-architecture,metodologia,near-moat,408,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1071-event-architecture,metodologia,near-moat,427,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1072-infrastructure-architecture,metodologia,near-moat,356,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1073-mobile-architecture,metodologia,near-moat,431,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1074-mobile-assessment,metodologia,near-moat,485,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1075-observability,metodologia,near-moat,438,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1076-roadmap-poc,metodologia,near-moat,393,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1077-software-architecture,metodologia,near-moat,351,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1078-solution-roadmap,metodologia,near-moat,297,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1079-solutions-architecture,metodologia,near-moat,370,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1080-workshop-design,metodologia,near-moat,365,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
1081-workshop-facilitator,metodologia,near-moat,300,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
2061-html-brand,metodologia,near-moat,387,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4027-analytics-engineering,metodologia,near-moat,472,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4028-data-engineering,metodologia,near-moat,468,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4029-data-governance,metodologia,near-moat,388,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4030-data-quality,metodologia,near-moat,386,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
4031-data-storytelling,metodologia,near-moat,343,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
5022-security-architecture,metodologia,near-moat,405,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
6030-quality-engineering,metodologia,near-moat,378,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
7031-pipeline-governance,metodologia,near-moat,477,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
8021-performance-engineering,metodologia,near-moat,410,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9129-copywriting,metodologia,near-moat,294,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9130-mermaid-diagramming,metodologia,near-moat,280,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9131-storytelling,metodologia,near-moat,353,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
9132-technical-writing,metodologia,near-moat,349,5,MOAT,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,none
